EVENT_DATE,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,ACTOR2,ALLY_ACTOR_2,COUNTRY,ADM_LEVEL_1,ADM_LEVEL_2,SOURCE,NOTES,FATALITIES
18/04/2015,Battle-No change of territory,Duduble Clan Militia (Somalia),,Habar Iji Sub-Clan Militia (Somalia),,Somalia,Galguduud,Dhusamareeb,Local Source Project,"An armed clash broke out between Duduble and Habar Iji at a water catchment in Lebi Dunle, near Dhaban dhulkuhayn area (about 26km N of Dhusamareeb) in the morning of 18/04, following a dispute over water catchment in the area. Three people were killed (I from Duduble and 2 from Habar Iji) and several others were wounded. ",3
18/04/2015,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-) (Kenya),,Al Shabaab,,Somalia,Jubbada Hoose,Afmadow,Local Source Project,AMISOM (KDF) contingent conducted attacked al Shabaab base in Gheldezza area (90km SW of Afmadow) in the afternoon of 18/04. Reports indicate that 12 al Shabaab fighters were killed and their weapons seized. Three KDF soldiers were killed and seven others injured. ,15
18/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Bimal Clan Militia (Somalia),,Somalia,Shabeellaha Hoose,Marka,Local Source Project,Biimaal militia ambushed two SNG soldiers riding on a motorbike near Gendawi (7km W of Marka) in the morning of 18/04. The two sides engaged in an armed clash before the SNG soldiers received reinforcement from Shalaambood and forced the attackers to withdraw. The motive behind the attack is currently unknown. Two SNG soldiers were injured during the fight. ,0
19/04/2015,Violence against civilians,Unidentified Armed Group (Somalia),,Civilians (Somalia),,Somalia,Banaadir,Mogadisho,Local Source Project,Unidentified men armed with pistols shot and killed a taxi driver in his residence in Aymiska neighbourhood (Yaaqshiid District) in the evening of 19/04. The reason for the killing remains unclear and the assailants escaped. ,1
19/04/2015,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-) (Ethiopia),,Al Shabaab,,Somalia,Bay ,Baidoa,Local Source Project,Al Shabaab fighters ambushed an AMISOM/ENDF convoy in Gasarla (8km SE of Baidoa) in the afternoon of 19/04. Reports indicate that the convoy was returning from Buur Hakaba when the ambush happened. The telecommunication network was switched off during the attack. Three al Shabaab fighters were killed and two others were injured. Injured AMISOM soldiers were evacuated to Baidoa.  ,3
19/04/2015,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-) ,,Al Shabaab,,Somalia,Bay ,Buur Xakaba,Local Source Project,Al Shabaab fighters ambushed an AMISOM military convoy travelling between Leego (49km E of Buur Hakaba) and Bali-Doogle Airport (13km NW of Wanla Weyn) in the morning of 19/04. The ambush started with RCIED explosion followed by direct confrontation between the two sides. Two AMISOM soldiers were killed while 12 others were injured. Casualties from al Shabaab side could not be established. ,2
19/04/2015,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-) (Kenya),,Al Shabaab,,Somalia,Jubbada Hoose,Kismayo,Local Source Project,Suspected al Shabaab fighters opened fire using small guns towards new Kismaayo airport from north-eastern direction of the airport in the evening of 19/04. AMISOM/KDF responded by opening fire in the direction of the attackers. No casualties were reported. ,0
19/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Shabeellaha Hoose,Afgooye,Local Source Project,Al Shabaab fighters launched a hit-and-run attack against SNG forces based near Lafoole (6km SE of Afgooye) in the night of 19/04. Both sides exchanged gunfire for about fifteen minutes after which the attackers withdrew. Casualties could not be established. ,0
20/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Banaadir,Mogadisho,Local Source Project,Al Shabaab fighters launched a hit-and-run attack against SNG forces' outpost in Heliwa Market neighbourhood (Heliwa District) in the evening of 20/04. The two sides exchanged gunfire briefly after which al Shabaab fighters withdrew. Casualties could not be established. ,0
20/04/2015,Violence against civilians,Military Forces of Somalia (2012-),,Civilians (Somalia),,Somalia,Bay,Baydhabo,Local Source Project,A SNG soldier shot and killed a rickshaw driver in Berdale neighbourhood in Baidoa in the night of 20/04. The reason for the killing remains unclear.,1
20/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),Government of Somalia (2012-),Unidentified Armed Group (Somalia),,Somalia,Gedo,Beled Hawo,Local Source Project,Unidentified attackers threw a hand grenade at the residence of Beled Xawo District Commissioner in the evening of 20/04. The hand grenade exploded in an empty area. Security guards at the residence opened fire after the blast. No casualties were reported. The perpetrator managed to escape. This is the second time in a span of two weeks in which the DC's residence came under attack. ,0
20/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Hiiraan,Beled Weyn,Local Source Project,SNG forces on security operation clashed with al Shabaab fighters in Buq Goosaar (50km SW of Beled-weyne) in the morning of 20/4. One al Shabaab fighter was killed in the clash. ,1
20/04/2015,Battle-No change of territory,Military Forces of Jubaland (2013-),,Al Shabaab,,Somalia,Jubbada Hoose,Afmadow,Local Source Project,Al Shabaab fighters launched a hit-and-run attack against Jubaland forces' base in Afmadow in the night of 20/04. The two sides exchanged gunfire briefly after which the al Shabaab fighters withdrew. An 18-year-old girl was reportedly injured by a stray bullet. Casualties from the warring sides could not be established. ,0
20/04/2015,Violence against civilians,Al Shabaab,,Civilians (International),UN: United Nations,Somalia,Nugaal,Garoowe,Local Source Project,"A IED targeted a UN agency mini-bus transporting staff between the UN International Guest House and the UN compound in Garowe along the tarmac road opposite Rugsan Hotel in the morning of 20/04. Preliminary information indicates that the attack was carried out by a suicide bomber on foot (PBIED). At least seven people were killed including four UN international staff while seven others, two in serious conditions. Al Shabaab has claimed responsibility for the attack.",7
20/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Shabeellaha Hoose,Marka,Local Source Project,Al Shabaab fighters launched a hit-and-run attack against SNG forces based in Mushani Village (14km NW of Marka) in the night of 20/04. Both sides exchanged gunfire briefly after which the attackers withdrew. Casualties are unknown. ,0
20/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Shabeellaha Hoose,Afgooye,Local Source Project,Al Shabaab fighters attacked SNG forces' base in Rimaygacmeed (5km SW of Afgooye) in the night of 20/04. The fighting lasted for about twenty minutes before the attackers withdrew. Casualties could not be established. ,0
21/04/2015,Remote violence,Al Shabaab,,Civilians (Somalia),Government of Somalia (2012-),Somalia,Banaadir,Mogadisho,Local Source Project,"A VBIED targeted Banoda Restaurant, opposite Central Hotel in Boondheere District in the afternoon of 21/04.   About 12 people were killed and dozens others injured. The restaurant was frequented by Somali Government officials, security officers and the diaspora. The perpetrators escaped. Al Shabaab claimed responsibility for the attack, saying that the restaurant is frequented by staff working at the presidential palace, other government staff and the diaspora.",12
21/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Banaadir,Mogadisho,Local Source Project,Al Shabaab fighters launched a hit-and-run attack against SNG forces' outpost in Gubta neighbourhood (Dayniile District) in the night of 21/04. The two sides exchanged gunfire briefly after which the al Shabaab fighters withdrew. Casualties could not be established. ,0
21/04/2015,Violence against civilians,Al Shabaab,,Civilians (Somalia),,Somalia,Jubbada Hoose,Afmadow,Local Source Project,Al Shabaab fighters allegedly abducted a header near Afmadow in the afternoon of 21/04 while grazing his animals. Reports indicate that the man was taken to Bu'ale town in Middle Juba region (100km NE of Afmadow). The reason behind the abduction is currently unclear. ,0
21/04/2015,Battle-No change of territory,Leelkayse Clan Militia (Somalia),,Majeerteen Clan Militia (Somalia),,Somalia,Mudug,Gaalkacayo,Local Source Project,Two armed groups hailing from Leelkase and Majeerteen sub-clans exchanged gunfire in Halabookhad IDP camp in Galkacyo North in the evening of 21/04. The shooting reportedly started after the two groups had a dispute over the administering of the camp in Halabookhad. A civilian bystander (woman) was seriously injured by a stray bullet. The woman later succumbed to her injuries at a private hospital in Galkacyo. Puntland mobile police forces in Galkacyo reportedly arrived at the scene and arrested number of combatants from the two sides with the help of the area elders. ,1
21/04/2015,Battle-No change of territory,Dhulbahante-Farah Ali Sub-Clan Militia (Somalia),,Dhulbahante-Samokaab Ali Sub-Clan Militia (Somalia),,Somalia,Sool,Ceerigaabo,Local Source Project,An armed clash broke out between the two sub-clans of Dhulbahante (Farah Ali and Samokaab Ali) in Taleex 21/04. The motive of the armed clash is believed to be related to killing revenges and the prolonged disputes between the two sides. Reports later on 21/04 indicate that four combatants were killed. Dhulbahante traditional elders arrived in Taleex to prevent further clashes and open reconciliation talks meeting between the two sides. Somaliland forces were also deployed in the town to also prevent further clashes. ,4
22/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Al Shabaab,,Somalia,Banaadir,Mogadisho,Local Source Project,Al Shabaab fighters launched a hit-and-run attack against SNG forces based in Cabdi Wayel Cinema (Heliwa District) in the night of 22/04. Both sides exchanged gunfire briefly after which the attackers withdrew. No casualties were reported. ,0
22/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Police Forces of Somalia (2012-),,Somalia,Banaadir,Mogadisho,Local Source Project,"Two groups of SNG forces, police and military clashed in Zona K neighbourhood (Hodan District) in the morning of 22/04. The clash started when about 100 Police forces led by Banadir Region Governor reached Zona K neighbourhood to evict civilian families who were living in state-owned building in the neighbourhood which the military forces opposed.  Reports indicate that there were some casualties from both sides but the exact figure of the casualties could not be established. The police forces retreated back from the scene. ",10
22/04/2015,Battle-No change of territory,Military Forces of Somalia (2012-),,Unidentified Armed Group (Somalia),,Somalia,Banaadir,Mogadisho,Local Source Project,Unidentified gunmen driving in a vehicle exchanged gunfire with NISA forces in the vicinity of KM4 neighbourhood (Hodan District) in the afternoon of 22/04. Reports indicate that the NISA forces reportedly started the shooting after the gunmen denied security instructions. No casualties were reported. ,0
22/04/2015,Riots/Protests,Protesters (Somalia),,,,Somalia,Gedo,Garbahaaray,Local Source Project,Local media reported that a peaceful demonstration organized by Garbahaarey district administration in protest against the selection and distribution of local MPs in Kismaayo took place in Garbahaarey on 22/04. The demonstrators were shouting slogans against Jubaland Interim state. No insecurity incident was reported. ,0
22/04/2015,Battle-No change of territory,Al Shabaab,,Al Shabaab,,Somalia,Hiiraan,Buulo Burdo,Radio Mogadishu ,Al Shabaab infighting kills five and injures seven in Halgan and Garesiyaani areas of Hiiraan. The clash stemmed from money extorted from motorists. ,2
22/04/2015,Battle-No change of territory,Al Shabaab,,Al Shabaab,,Somalia,Hiiraan,Buulo Burdo,Radio Mogadishu ,Al Shabaab infighting kills five and injures seven in Halgan and Garesiyaani areas of Hiiraan. The clash stemmed from money extorted from motorists. ,3
